Export MPAN / MSID,Import MPAN / MSID,Customer Name ,Customer Site ,Address Line 1,Address Line 2,Town/ City ,County ,Postcode ,Country,"Location (X-coordinate):
Eastings (where data is held)","Location (y-coordinate):
Northings (where data is held)",Grid Supply Point,Bulk Supply Point,Primary,"Point of Connection (POC)
Voltage (kV)",Licence Area ,Energy Source 1,Energy Conversion Technology 1,CHP Cogeneration (Yes/No),Storage Capacity 1 (MWh),Storage Duration 1 (Hours),Energy Source & Energy Conversion Technology 1 - Registered Capacity (MW),Energy Source 2,Energy Conversion Technology 2,CHP Cogeneration 2 (Yes/No),Storage Capacity 2 (MWh),Storage Duration 2 (Hours),Energy Source & Energy Conversion Technology 2 - Registered Capacity (MW),Energy Source 3,Energy Conversion Technology 3,CHP Cogeneration 3 (Yes/No),Storage Capacity 3 (MWh),Storage Duration 3 (Hours),Energy Source & Energy Conversion Technology 3 - Registered Capacity (MW),Flexible Connection (Yes/No),Connection Status ,Already connected Registered Capacity (MW) ,Maximum Export Capacity (MW),Maximum Export Capacity (MVA),Maximum Import Capacity (MW),Maximum Import Capacity (MVA),Date Connected,Accepted to Connect Registered Capacity (MW),Change to Maximum Export Capacity (MW) ,Change to Maximum Export Capacity (MVA) ,Change to Maximum Import Capacity (MW) ,Change to Maximum Import Capacity (MVA) ,Date Accepted,Target Energisation Date,Distribution Service Provider (Y/N),Transmission Service Provider (Y/N),Reference,In a Connection Queue (Y/N),Distribution Reinforcement Reference,Transmission Reinforcement Reference,Last Updated,geopoint,Local Authority
2394000112177,Data Not Available,"Biogas Generator, Manor Farm, Manor Road, Beal, Goole",Manor Farm,Manor Farm,Manor Road,Goole,North Yorkshire,DN14 0ST,England,452878,425343,Ferrybridge B,Kirkhaw Lane,Beal,11.0,Northern Powergrid (Yorkshire) plc,Biofuel - Landfill gas,Steam turbine (thermal power plant),No,Data Not Applicable,Data Not Applicable,0.475,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.475,0.5,0.526,Data Not Available,Data Not Available,2014-08-22 00:00:00,Data Not Applicable,Data Not Applicable,0.5,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.72182291549113, -1.2001394955054014",North Yorkshire
2394000126931,Data Not Available,"SAR Recycling, Units 1 & 2, Manby Road, Immingham, DN40 2LF","SAR Recycling, Units 1 & 2, Manby Road, Immingham, DN40 2LF",Sar Recycling;Units 1 & 2;,Manby Road,Immingham,Lincolnshire,DN40 2LF,England,518608,415265,Grimsby West,Immingham,Eastfield Road,0.4,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.095,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.095,0.095,0.1,Data Not Available,Data Not Available,2016-08-01 00:00:00,Data Not Applicable,Data Not Applicable,0.1,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.62050114531969, -0.2082696978552817",North East Lincolnshire
2394000120390,Data Not Available,"Ibbotsons Grain Store, The Airfield, York, YO23 2PT","Ibbotsons Grain Store, The Airfield, York, YO23 2PT",Ibbotsons Grain Store,The Airfield,York,North Yorkshire,LS24 8EW,England,453900,444370,Ferrybridge B,Bramham,Tadcaster,0.4,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.178,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.178,0.178,0.187,Data Not Available,Data Not Available,2015-08-01 00:00:00,Data Not Applicable,Data Not Applicable,0.187,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.89271473964802, -1.1813295719613452",North Yorkshire
2394000115266,Data Not Available,West End Farm,West End Farm,West End Farm,West End,Driffield,North Yorkshire,YO25 4RR,England,505398,464440,Ferrybridge B,Featherstone,Commonside Lane,0.4,Northern Powergrid (Yorkshire) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.076,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.076,0.096,0.101,Data Not Available,Data Not Available,2014-07-20 00:00:00,Data Not Applicable,Data Not Applicable,0.08,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.06512991809719, -0.3910461030076739",East Riding of Yorkshire
2394000130938,Data Not Available,"Unit 1, Onward Park, Phoenix Avenue, Featherstone, Pontefract, WF7 6EP","Unit 1, Onward Park, Phoenix Avenue, Featherstone, Pontefract, WF7 6EP",Unit 1,Phoenix Avenue,Pontefract,North Yorkshire,WF7 6EP,England,441810,420650,Ferrybridge B,Featherstone,Commonside Lane,0.4,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.099,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.099,0.099,0.104,Data Not Available,Data Not Available,2016-10-15 00:00:00,Data Not Applicable,Data Not Applicable,0.104,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.68064611376451, -1.3684880507406438",Wakefield
Data Not Applicable,Data Not Available,Normanton Industrial Estate Solar Power,Normanton Industrial Estate Solar Power,Logicare,Data Not Available,Normanton Industrial Estate,North Yorkshire,WF6 1RL,England,440104,423103,Ferrybridge B,Featherstone,Normanton,11.0,Northern Powergrid (Yorkshire) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.25,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Accepted To Connect,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,0.25,0.25,0.263,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"53.70282605841755, -1.3939982688077555",Wakefield
1574000324026,Data Not Available,"Greenfield Community College, Sunnydale Campus, Middridge Lane, Shildon, DL4 2EP","Greenfield Community College, Sunnydale Campus, Middridge Lane, Shildon, DL4 2EP",Greenfield Community College,Middridge Lane,Shildon,County Durham,DL4 2EP,England,423431,526670,Spennymoor GSP,Toronto,Fylands Bridge,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.19,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.19,0.19,0.2,Data Not Available,Data Not Available,2016-08-31 00:00:00,Data Not Applicable,Data Not Applicable,0.2,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.634616374134126, -1.6385284923643735",County Durham
1574000322989,Data Not Available,"Strathmore House, Cleatlam, Darlington, Durham","Strathmore House, Cleatlam, Darlington, Durham",Strathmore House,Cleatlam,Darlington,County Durham,DL2 3QS,England,411764,518781,Spennymoor GSP,Toronto,Harmire Bridge,0.4,Northern Powergrid (Northeast) plc,Biomass,Steam turbine (thermal power plant),No,Data Not Applicable,Data Not Applicable,0.128,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.128,0.128,0.135,Data Not Available,Data Not Available,2015-07-30 00:00:00,Data Not Applicable,Data Not Applicable,0.135,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.564124410691896, -1.8195830214557993",County Durham
1574000314073,Data Not Available,"Backandsides Farm, West Auckland, Bishop Auckland, Durham","Backandsides Farm, West Auckland, Bishop Auckland, Durham",Backandsides Farm,West Auckland,Bishop Auckland,County Durham,DL14 9PJ,England,419715,525999,Spennymoor GSP,Toronto,Toronto 66/20kV,0.4,Northern Powergrid (Northeast) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.086,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.086,0.086,0.091,Data Not Available,Data Not Available,2013-07-18 00:00:00,Data Not Applicable,Data Not Applicable,0.091,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.62874438142255, -1.696139939635799",County Durham
1570000128225,Data Not Available,"University of Northumbria, Ellison Building, Ellison Road, Newcastle","University of Northumbria, Ellison Building, Ellison Road, Newcastle",University Or Northumbria,Ellison Building,Ellison Road,Tyne and Wear,NE1 8ST,England,425090,564847,Stella North,Barrack Road,Educational Precinct,11.0,Northern Powergrid (Northeast) plc,Fossil - Gas,Engine (combustion / reciprocating),No,Data Not Applicable,Data Not Applicable,0.25,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.25,0,0,Data Not Available,Data Not Available,Data Not Available,Data Not Applicable,Data Not Applicable,0.263,Data Not Applicable,Data Not Applicable,2016-06-08 00:00:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.97760454196081, -1.6095367231759672",Newcastle upon Tyne
1574000322650,Data Not Available,"Joseph Swan Academy, Saltwell Road South, Gateshead","Joseph Swan Academy, Saltwell Road South, Gateshead",Grace College,Saltwell Road South,Gateshead,Tyne and Wear,NE9 6LE,England,425244,559491,Stella North,Barrack Road,Gateshead Central,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.143,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.143,0.143,0.151,Data Not Available,Data Not Available,2015-06-30 00:00:00,Data Not Applicable,Data Not Applicable,0.151,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.92946771745846, -1.6075996250034492",Gateshead
1574000324258,Data Not Available,"Newcastle City Council, Civic Centre, Newcastle-upon-Tyne, NE1 8QH","Newcastle City Council, Civic Centre, Newcastle-upon-Tyne, NE1 8QH",Newcastle City Council,Civic Centre,Newcastle Upon Tyne,Tyne and Wear,NE1 8QH,England,424897,564958,Stella North,Barrack Road,Pilgrim,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.095,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.095,0.095,0.1,Data Not Available,Data Not Available,2016-01-31 00:00:00,Data Not Applicable,Data Not Applicable,0.1,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.978611621078024, -1.6125423962102363",Newcastle upon Tyne
1574000320059,Data Not Available,"Old Ice Rink, Fremans Reach, Durham","Old Ice Rink, Fremans Reach, Durham",Old Ice Rink,Fremans Reach,Durham,County Durham,DH1 1SQ,England,427292,542774,Spennymoor GSP,Potter House,Durham East,0.4,Northern Powergrid (Northeast) plc,Water (flowing water or head of water),Hydro - Run of river,No,Data Not Applicable,Data Not Applicable,0.095,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.095,0.095,0.1,Data Not Available,Data Not Available,2014-10-14 00:00:00,Data Not Applicable,Data Not Applicable,0.1,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.77913936449964, -1.5772147283748967",County Durham
1574000316692,Data Not Available,"Twizell Hall Farm, West Pelton, Stanley, Durham","Twizell Hall Farm, West Pelton, Stanley, Durham",Twizell Hall Farm,West Pelton,Stanley,County Durham,DH9 6SN,England,421768,552027,Spennymoor GSP,Potter House,High Flatts,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.075,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.075,0.075,0.079,Data Not Available,Data Not Available,2014-02-04 00:00:00,Data Not Applicable,Data Not Applicable,0.079,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.86255794214666, -1.662402152256393",County Durham
1574000324211,Data Not Available,"Ferryhill Business & Enterprise College, Merrington Road, Ferryhill, Durham","Ferryhill Business & Enterprise College, Merrington Road, Ferryhill, Durham",Ferryhill Business & Enterprise College,Merrington Road,Ferryhill,County Durham,DL17 8RW,England,427369,532274,Spennymoor GSP,Spennymoor 132/66kV,Spennymoor 66/20kV,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.116,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.116,0.116,0.122,Data Not Available,Data Not Available,2015-12-17 00:00:00,Data Not Applicable,Data Not Applicable,0.122,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.684778954730746, -1.577001005596539",County Durham
1574000326821,Data Not Available,"Biomass Generator, Hope House Farm, Sedgefield, Stockton-on-Tees, TS21 2HF","Biomass Generator, Hope House Farm, Sedgefield, Stockton-on-Tees, TS21 2HF",Hope House Farm,Sedgefield,Stockton-On-Tees,East Riding of Yorkshire,TS21 2HF,England,433501,524826,Spennymoor GSP,Spennymoor 132/66kV,Fishburn,20.0,Northern Powergrid (Northeast) plc,Biomass,Steam turbine (thermal power plant),No,Data Not Applicable,Data Not Applicable,0.5,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.5,0.5,0.526,Data Not Available,Data Not Available,2016-12-08 00:00:00,Data Not Applicable,Data Not Applicable,0.526,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.61747985693962, -1.4827422721068382",County Durham
1574000321007,Data Not Available,"Trimdon House Farm, Fishburn, Stockton-on-tees, Durham","Trimdon House Farm, Fishburn, Stockton-on-tees, Durham",Trimdon House Farm,Fishburn,Stockton-On-Tees,County Durham,TS21 4BA,England,435794,533407,Spennymoor GSP,Spennymoor 132/66kV,Fishburn,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.19,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.19,0.19,0.2,Data Not Available,Data Not Available,2015-01-16 00:00:00,Data Not Applicable,Data Not Applicable,0.2,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.69443405225469, -1.4461890593441848",County Durham
1574000321503,Data Not Available,"High Grange Farm, Melsonby, Richmond, North Yorkshire","High Grange Farm, Melsonby, Richmond, North Yorkshire",High Grange Farm,Melsonby,Richmond,North Yorkshire,DL10 5PN,England,418413,508575,Spennymoor GSP,Spennymoor 132/66kV,Skerneside,0.4,Northern Powergrid (Northeast) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.095,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.095,0.095,0.1,Data Not Available,Data Not Available,2015-02-24 00:00:00,Data Not Applicable,Data Not Applicable,0.1,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.47220873651458, -1.7173904943141618",North Yorkshire
1574000319211,Data Not Available,"Park House, Aldbrough Saint John, Richmond, North Yorkshire","Park House, Aldbrough Saint John, Richmond, North Yorkshire",Park House,Aldbrough St. John,Richmond,North Yorkshire,DL11 7RP,England,418842,510526,Spennymoor GSP,Spennymoor 132/66kV,Skerneside,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.187,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.187,0.187,0.197,Data Not Available,Data Not Available,2014-07-22 00:00:00,Data Not Applicable,Data Not Applicable,0.197,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.4897263677405, -1.7106473319570266",North Yorkshire
1574000319709,Data Not Available,"Hownes Gill Farm, Knitsley Lane, Consett, Durham","Hownes Gill Farm, Knitsley Lane, Consett, Durham",Hownes Gill Farm,Data Not Available,Consett,County Durham,DH8 9AA,England,409757,549169,Stella South,Annfield,Consett,20.0,Northern Powergrid (Northeast) plc,Wind,Onshore wind turbines,No,Data Not Applicable,Data Not Applicable,0.5,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.5,0.5,0.526,Data Not Available,Data Not Available,2014-09-10 00:00:00,Data Not Applicable,Data Not Applicable,0.526,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.83725051190873, -1.8496162779635084",County Durham
1574000320086,Data Not Available,"East Hedley Hope Farm, East Hedley Hope, Bishop Auckland, Durham","East Hedley Hope Farm, East Hedley Hope, Bishop Auckland, Durham",East Hedley Hope Farm,East Hedley Hope,Bishop Auckland,County Durham,DL13 4PR,England,414842,540599,Spennymoor GSP,Spennymoor 132/66kV,Brancepeth,20.0,Northern Powergrid (Northeast) plc,Biomass,Steam turbine (thermal power plant),No,Data Not Applicable,Data Not Applicable,0.475,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.475,0.475,0.5,Data Not Available,Data Not Available,2014-10-14 00:00:00,Data Not Applicable,Data Not Applicable,0.5,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-03-08T00:00:00+00:00,"54.76011352701136, -1.7708826025085702",County Durham
Data Not Applicable,Data Not Available,"First Fairholme Farm, Morton on Swale, Northallerton","First Fairholme Farm, Morton on Swale, Northallerton",First Fairholme Farm,Data Not Available,Morton On Swale,North Yorkshire,DL7 9RW,England,431526,491004,Norton,Leeming Bar/Skeeby,Northallerton,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.143,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Accepted To Connect,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,0.143,0.143,0.151,Data Not Available,Data Not Available,2017-09-18 13:13:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-10-10T01:00:00+01:00,"54.31366077098717, -1.516916027067475",North Yorkshire
1574000318370,Data Not Available,"Darlington RDC, Feverdale Industrial Estate, Darlington, DL3 0UW","Darlington RDC, Feverdale Industrial Estate, Darlington, DL3 0UW",Darlington Rdc,Data Not Available,Feverdale Industrial Estate,County Durham,DL3 0UW,England,427555,517235,Norton,Darlington North,Darlington West,0.4,Northern Powergrid (Northeast) plc,Fossil - Gas,Engine (combustion / reciprocating),No,Data Not Applicable,Data Not Applicable,0.95,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.95,0.95,1,Data Not Available,Data Not Available,2018-04-01 00:00:00,Data Not Applicable,Data Not Applicable,1,Data Not Applicable,Data Not Applicable,2017-09-28 14:41:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-10-10T01:00:00+01:00,"54.549621221889424, -1.5755241552583286",Darlington
Data Not Applicable,Data Not Available,"Aviator Court Block F, York, YO30 4UZ","Aviator Court Block F, York, YO30 4UZ",Aviator Court F,Amy Johnson,Data Not Available,North Yorkshire,YO30 4UZ,England,458843,455185,Osbaldwick,Melrosegate,Rawcliffe Lane,0.4,Northern Powergrid (Northeast) plc,Other,Other,No,Data Not Applicable,Data Not Applicable,0.086,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Accepted To Connect,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,0.086,0.086,0.091,Data Not Available,Data Not Available,2017-09-05 14:05:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-10-10T01:00:00+01:00,"53.98936905937295, -1.1040457758663749",York
1574000327523,Data Not Available,"Linton Mill CHP, Wintringham, Malton","Linton Mill CHP, Wintringham, Malton",Linton Mill,Wintringham,Malton,North Yorkshire,YO17 8HP,England,487132,474267,Osbaldwick,Malton Grid,Malton,0.4,Northern Powergrid (Northeast) plc,Fossil - Gas,Engine (combustion / reciprocating),No,Data Not Applicable,Data Not Applicable,0.18,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.18,0.18,0.189,Data Not Available,Data Not Available,2016-12-02 00:00:00,Data Not Applicable,Data Not Applicable,0.189,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-12-01T00:00:00+00:00,"54.156834176451326, -0.6672237569736021",North Yorkshire
Data Not Applicable,Data Not Available,"Picktree Care Home Ltd, County Durham, DH3 3SP","Picktree Care Home Ltd, County Durham, DH3 3SP",Picktree Care Home Ltd,Picktree Lane,Chester Le Street,County Durham,DH3 3SP,England,427622,551800,Stella South,Ravensworth,Birtley Grove 66/11kV,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.098,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Accepted To Connect,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,0.098,0.098,0.103,Data Not Available,Data Not Available,2017-11-22 00:00:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2017-12-05T00:00:00+00:00,"54.86023057587648, -1.5712265933497782",County Durham
1580001498033,Data Not Available,"Forward Industrial Estate, Hambleton Drive, Knaresborough, HG5 0BD","Forward Industrial Estate, Hambleton Drive, Knaresborough, HG5 0BD",Forward Industrial Estate,Hambleton Grove,Knaresborough,North Yorkshire,HG5 0BD,England,435588,457238,Knaresborough,Wormald Green 132/33kV,Coneythorpe,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.181,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.181,0.181,0.191,Data Not Available,Data Not Available,Data Not Available,Data Not Applicable,Data Not Applicable,0.191,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2018-02-09T00:00:00+00:00,"54.00993960981195, -1.4584566812736077",North Yorkshire
Data Not Applicable,Data Not Available,"Middleton Saint George Hospital, Darlington, DL2 1TS","Middleton Saint George Hospital, Darlington, DL2 1TS",Middleton St George Hospital,Data Not Available,Data Not Available,County Durham,DL2 1TS,England,436694,513756,Norton,Bowesfield,Urlay Nook,0.4,Northern Powergrid (Northeast) plc,Fossil - Gas,Engine (combustion / reciprocating),No,Data Not Applicable,Data Not Applicable,0.1,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Accepted To Connect,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,0.1,0.1,0.105,Data Not Available,Data Not Available,2017-02-23 00:00:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2018-02-09T00:00:00+00:00,"54.51777965656854, -1.4346776646934232",Darlington
