Export MPAN / MSID,Import MPAN / MSID,Customer Name ,Customer Site ,Address Line 1,Address Line 2,Town/ City ,County ,Postcode ,Country,"Location (X-coordinate):
Eastings (where data is held)","Location (y-coordinate):
Northings (where data is held)",Grid Supply Point,Bulk Supply Point,Primary,"Point of Connection (POC)
Voltage (kV)",Licence Area ,Energy Source 1,Energy Conversion Technology 1,CHP Cogeneration (Yes/No),Storage Capacity 1 (MWh),Storage Duration 1 (Hours),Energy Source & Energy Conversion Technology 1 - Registered Capacity (MW),Energy Source 2,Energy Conversion Technology 2,CHP Cogeneration 2 (Yes/No),Storage Capacity 2 (MWh),Storage Duration 2 (Hours),Energy Source & Energy Conversion Technology 2 - Registered Capacity (MW),Energy Source 3,Energy Conversion Technology 3,CHP Cogeneration 3 (Yes/No),Storage Capacity 3 (MWh),Storage Duration 3 (Hours),Energy Source & Energy Conversion Technology 3 - Registered Capacity (MW),Flexible Connection (Yes/No),Connection Status ,Already connected Registered Capacity (MW) ,Maximum Export Capacity (MW),Maximum Export Capacity (MVA),Maximum Import Capacity (MW),Maximum Import Capacity (MVA),Date Connected,Accepted to Connect Registered Capacity (MW),Change to Maximum Export Capacity (MW) ,Change to Maximum Export Capacity (MVA) ,Change to Maximum Import Capacity (MW) ,Change to Maximum Import Capacity (MVA) ,Date Accepted,Target Energisation Date,Distribution Service Provider (Y/N),Transmission Service Provider (Y/N),Reference,In a Connection Queue (Y/N),Distribution Reinforcement Reference,Transmission Reinforcement Reference,Last Updated,geopoint,Local Authority
Data Not Applicable,Data Not Available,The Ribbons Murton Community School,The Ribbons Murton Community School,Ribbon Academy,Barnes Road,Murton,County Durham,SR7 9QR,England,439329,547413,Hawthorn Pit Grid,Hawthorn Pit Grid,Hawthorn Pit,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.12,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Accepted To Connect,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,0.12,0.12,0.126,Data Not Available,Data Not Available,2018-07-11 00:00:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2018-08-13T01:00:00+01:00,"54.82002920183043, -1.3894579144238688",County Durham
Data Not Applicable,Data Not Available,Breathe Energy Diesel,KINGS POOL,KINGS POOL,PEASHOLME GREEN,YORK,North Yorkshire,YO1 7PX,England,460690,452058,Osbaldwick,Melrosegate,Foss Islands,11.0,Northern Powergrid (Northeast) plc,Fossil - Oil,Engine (combustion / reciprocating),No,Data Not Applicable,Data Not Applicable,0.18,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Accepted To Connect,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,0.18,0.18,0.189,Data Not Available,Data Not Available,2019-04-01 15:00:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2019-11-11T00:00:00+00:00,"53.96105500494537, -1.0765017276001383",York
1574000302919,Data Not Available,Newby Hall and Gardens,Newby Hall and Gardens,Newby Hall and Gardens,Newby Hall,Ripon,North Yorkshire,HG4 5AE,England,434693,467619,Knaresborough,Wormald Green 132/11kV,Wormald Green 132/11kV Direct,0.4,Northern Powergrid (Northeast) plc,Water (flowing water or head of water),Hydro - Run of river,No,Data Not Applicable,Data Not Applicable,0.06,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.06,0.06,0.063,Data Not Available,Data Not Available,2011-08-31 00:00:00,Data Not Applicable,Data Not Applicable,0.063,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2022-03-22T00:00:00+00:00,"54.10329626683633, -1.4709291579443335",North Yorkshire
Data Not Applicable,Data Not Available,"PV, Student Accomodation, Newgate Street, NE1 5RE","PV, Student Accomodation, Newgate Street, NE1 5RE",Unit Newgate Court,Grainger Street,Newcastle,Tyne and Wear,NE1 5AT,England,424590,564206,Stella North,Barrack Road,Corporation Street,0.4,Northern Powergrid (Northeast) plc,Fossil - Gas,Engine (combustion / reciprocating),No,Data Not Applicable,Data Not Applicable,0.15,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Accepted To Connect,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,0.15,0.15,0.158,Data Not Available,Data Not Available,2018-05-08 00:00:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2018-11-09T00:00:00+00:00,"54.971869329001365, -1.6174030333582778",Newcastle upon Tyne
Data Not Available,Data Not Available,"Non-Exporting Generator, Venator, Tees Road, Hartlepool","Non-Exporting Generator, Venator, Tees Road, Hartlepool",Tees Road,Data Not Available,Data Not Available,County Durham,TS25 2DD,England,451417,526652,Saltholme,Greatham,Greatham Direct,11.0,Northern Powergrid (Northeast) plc,Fossil - Oil,Engine (combustion / reciprocating),No,Data Not Applicable,Data Not Applicable,0.5,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.5,0,0,Data Not Available,Data Not Available,2024-02-19 00:00:00,Data Not Applicable,Data Not Applicable,0.526,Data Not Applicable,Data Not Applicable,2018-10-31 00:00:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2018-11-09T00:00:00+00:00,"54.63238580277644, -1.2050119218592275",Hartlepool
Data Not Applicable,Data Not Available,"PV, County Hall, Morpeth, NE61 2EF","PV, County Hall, Morpeth, NE61 2EF",Northumberland County Council,Morpeth,Data Not Available,Northumberland,NE61 2EF,England,420104,584475,Blyth 66kV,Blyth 66kV,Morpeth,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.263,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Accepted To Connect,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,0.263,0.263,0.277,Data Not Available,Data Not Available,2018-11-06 00:00:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2018-12-17T00:00:00+00:00,"55.15420515854257, -1.6860579870908021",Northumberland
Data Not Applicable,Data Not Available,Sedgeletch Sewage Treatment Works,Sedgeletch Sewage Treatment Works,Sedgeletch Sewage Treatment Works,Data Not Available,Sedgeletch,Tyne and Wear,DH4 5PL,England,432406,550887,Hawthorn Pit Grid,Hawthorn Pit Grid,Houghton,11.0,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.5,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Accepted To Connect,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,0.5,0.5,0.526,Data Not Available,Data Not Available,2018-12-06 10:32:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2019-01-09T00:00:00+00:00,"54.85174055115979, -1.4968056938659486",Sunderland
Data Not Applicable,Data Not Available,Peasholme Green Diesel,KINGS POOL,KINGS POOL,PEASHOLME GREEN,YORK,North Yorkshire,YO1 7PX,England,460690,452058,Osbaldwick,Melrosegate,Foss Islands,0.4,Northern Powergrid (Northeast) plc,Fossil - Oil,Engine (combustion / reciprocating),No,Data Not Applicable,Data Not Applicable,0.18,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Accepted To Connect,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,Data Not Applicable,0.18,0.18,0.189,Data Not Available,Data Not Available,2019-04-01 00:00:00,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2019-05-12T01:00:00+01:00,"53.96105500494537, -1.0765017276001383",York
1574000319684,Data Not Available,Green Incubator Building,Green Incubator Building,Green Incubator Building,Havelock Street,South Shields,Tyne and Wear,NE33 5BU,England,435731,565882,South Shields,South Shields,Garwood Street,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.067,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.067,0.067,0.071,Data Not Available,Data Not Available,2014-09-08 00:00:00,Data Not Applicable,Data Not Applicable,0.071,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2022-03-25T00:00:00+00:00,"54.98625790884074, -1.443165192094086",South Tyneside
1574000320769,Data Not Available,Golf Course Maintenace Building,Golf Course Maintenace Building,Golf Course Maintenace Building,Longhirst,Morpeth,Northumberland,NE61 3LN,England,422030,588651,Blyth 66kV,Blyth 66kV,Morpeth,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.065,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.065,0.065,0.068,Data Not Available,Data Not Available,2015-01-06 00:00:00,Data Not Applicable,Data Not Applicable,0.068,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2022-03-25T00:00:00+00:00,"55.191648081998224, -1.6555116488627089",Northumberland
1574000318732,Data Not Available,Unit 7,Unit 7,Unit 7,Elm Road,North Shields,Tyne and Wear,NE29 8SE,England,432532,569661,Tynemouth,Flatworth,Flatworth Central,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.05,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.05,0.05,0.053,Data Not Available,Data Not Available,2014-06-19 00:00:00,Data Not Applicable,Data Not Applicable,0.053,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2022-03-25T00:00:00+00:00,"55.02043367042305, -1.49272548918028",North Tyneside
1574000318723,Data Not Available,Hobart Rose,Hobart Rose,Hobart Rose Ltd,Middle Engine Lane,North Shields,Tyne and Wear,NE29 8HG,England,431313,567700,Tynemouth,Flatworth,Willington,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.053,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.053,0.053,0.056,Data Not Available,Data Not Available,2014-06-24 00:00:00,Data Not Applicable,Data Not Applicable,0.056,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2022-03-25T00:00:00+00:00,"55.0028904239555, -1.512004052595452",North Tyneside
1574000323013,Data Not Available,Brickyard Farm,Brickyard Farm,Brickyard Farm,Slingsby,York,North Yorkshire,YO62 4AY,England,469337,476204,Osbaldwick,Malton Grid,Malton,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.05,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.05,0.05,0.053,Data Not Available,Data Not Available,2015-07-31 00:00:00,Data Not Applicable,Data Not Applicable,0.053,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2022-03-28T01:00:00+01:00,"54.17694649528234, -0.9392194345646306",North Yorkshire
1574000323315,Data Not Available,Park House,Park House,Park House,"Westmoor Road, Raskelf",York,North Yorkshire,YO61 3LS,England,446853,470781,Knaresborough,Husthwaite,Husthwaite 33/11kV,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.054,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.054,0.054,0.057,Data Not Available,Data Not Available,2015-09-15 00:00:00,Data Not Applicable,Data Not Applicable,0.057,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2022-03-28T01:00:00+01:00,"54.13075171632991, -1.2844894539811151",North Yorkshire
1574000323565,Data Not Available,Bannatynes Health Club,Bannatynes Health Club,Bannatynes Health Club,Eden Terrace,Durham,County Durham,DH1 2HJ,England,429905,543400,Spennymoor GSP,Potter House,Belmont,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.052,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.052,0.06,0.063,Data Not Available,Data Not Available,2015-10-26 00:00:00,Data Not Applicable,Data Not Applicable,0.055,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2022-03-28T01:00:00+01:00,"54.784616454253495, -1.5365275828251939",County Durham
1574000323671,Data Not Available,UNIT A -UNIT 10 - Wansbeck Business Park,UNIT A -UNIT 10 - Wansbeck Business Park,UNIT A -UNIT 10 - Wansbeck Business Park,Rotary Parkway,Ashington,Northumberland,NE63 8QW,England,426531,588304,Blyth 66kV,Blyth 66kV,Ashington,0.4,Northern Powergrid (Northeast) plc,Solar,Photovoltaic,No,Data Not Applicable,Data Not Applicable,0.05,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,No,Connected,0.05,0.05,0.053,Data Not Available,Data Not Available,2015-10-29 00:00:00,Data Not Applicable,Data Not Applicable,0.053,Data Not Applicable,Data Not Applicable,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,2022-03-28T01:00:00+01:00,"55.18831006841584, -1.5848477923223596",Northumberland
