,building,RISK_ID,COUNTRY,LAT,LON,CLC_2012,AREA_m2,Risk
7770,78620.0,UKC11_13165,UK,54.685188622199576,-1.2101536195913198,3,10538.979582719236,36687.39517918568
7771,78621.0,UKC11_13166,UK,54.68723635966477,-1.2177620022883229,1,481.7781446316865,1676.1110789503161
7772,78622.0,UKC11_13167,UK,54.68716583575675,-1.2169118461639272,1,1190.5380879718734,4143.547463511988
7773,78623.0,UKC11_13168,UK,54.6888217137801,-1.2169356609609958,1,2381.5455574210555,8280.079545376173
7774,78624.0,UKC11_13169,UK,54.68830679120872,-1.2163865671794356,1,1310.5154395638433,4560.517614033121
7775,78625.0,UKC11_13170,UK,54.68908464871446,-1.2155461363060995,1,6777.337749427522,23565.346734613824
7776,78626.0,UKC11_13171,UK,54.689962466976354,-1.215794861555744,1,366.47075516696646,1273.4314098640477
7777,78627.0,UKC11_13172,UK,54.69096958020216,-1.2258406217886388,2,24.044091764749474,82.11235850927177
7778,78628.0,UKC11_13173,UK,54.68975699197972,-1.2206638388608138,1,732.7716345248921,2546.1163769321624
7779,78629.0,UKC11_13174,UK,54.69000010838973,-1.2196645551849647,1,3337.0233819502605,11603.158436209555
7780,78630.0,UKC11_13175,UK,54.69362073171456,-1.2255869619597433,2,4598.542274018616,15989.144860858474
7781,78631.0,UKC11_13176,UK,54.69394469070813,-1.2251325225995928,2,719.615685392038,2501.2662540841575
7782,78632.0,UKC11_13177,UK,54.69352330262062,-1.224791856330328,2,646.8866107037347,2248.2285757390296
7783,78633.0,UKC11_13178,UK,54.69363763104144,-1.2244493908204337,2,652.461432036706,2267.693214048639
7784,78634.0,UKC11_13179,UK,54.692651224826534,-1.2193615238116595,2,1889.745105958808,6570.022551014254
7785,78635.0,UKC11_13180,UK,54.695294575740306,-1.2218209518745118,2,11379.259339423306,39567.92722441097
7786,78636.0,UKC11_13181,UK,54.68960675764102,-1.2183417521926796,1,13490.862681580977,46910.498439399285
7787,78637.0,UKC11_13182,UK,54.69052787889496,-1.2167451266984473,1,2212.5877754060566,7692.643991223909
7788,78638.0,UKC11_13183,UK,54.68990862922686,-1.2147289274576205,2,7021.147253802536,24413.284205410484
7789,78639.0,UKC11_13184,UK,54.69003843194137,-1.2162948907463011,1,809.7529514515805,2814.0893406726036
7790,78640.0,UKC11_13185,UK,54.69302331938721,-1.217979108432665,2,2287.631500117632,7953.892331698237
7791,78641.0,UKC11_13186,UK,54.692678088330965,-1.2174209729630605,2,12749.395355514924,44332.350530832686
7792,78642.0,UKC11_13187,UK,54.69402243154434,-1.2173433443657815,2,8981.27515583557,31229.626620300536
7793,78643.0,UKC11_13188,UK,54.69494680154096,-1.216795815434573,2,2958.786933712596,10286.466800218974
